중산도면,단가,수량,영업납기,선급
052077,6498,4,2021-02-20,0
052092,6498,2,2021-02-20,0
052092,6498,5,2021-08-19,1
052092,6498,10,2021-08-04,0
052093,6498,1,2021-03-01,0
052093,6498,2,2021-02-07,0
052093,6498,4,2021-06-19,0
052099,179208,22,2021-02-25,0
052099,179208,67,2021-08-03,0
052099,179208,134,2021-10-07,0
052100,6498,3,2021-11-06,0
052100,6498,6,2021-03-21,0
052100,6498,12,2021-02-06,0
052101,179208,6,2021-05-20,0
052101,179208,13,2021-10-08,1
052101,179208,26,2021-06-09,0
052126,8065,4,2021-10-22,0
052126,8065,8,2021-03-07,0
052126,8065,16,2021-10-01,0
052127,6498,1,2021-12-12,1
052127,6498,2,2021-08-25,0
052127,6498,4,2021-12-13,1
052132,27256,2,2021-09-20,0
052132,27256,6,2021-01-31,0
052132,27256,12,2021-01-25,0
052134,6498,2,2021-04-23,0
052134,6498,4,2021-07-08,0
052134,6498,8,2021-04-18,0
052138,6498,1,2021-07-17,0
052138,6498,1,2021-08-14,0
052138,6498,2,2021-12-01,0
052143,8416,4,2021-06-23,0
052143,8416,14,2021-12-21,0
052143,8416,28,2021-08-27,0
052157,106952,10,2021-11-07,0
052157,106952,38,2021-02-28,0
052157,106952,76,2021-02-16,0
052163,12834,4,2021-09-22,0
052163,12834,38,2021-11-19,0
052163,12834,76,2021-03-31,0
052187,6498,2,2021-09-10,0
052187,6498,4,2021-11-18,0
052187,6498,8,2021-01-02,0
052189,145749,25,2021-04-21,0
052189,145749,204,2021-08-19,0
052189,145749,408,2021-10-19,0
052191,6516,3,2021-03-11,0
052191,6516,17,2021-01-18,1
052191,6516,34,2021-05-12,0
052195,40551,8,2021-02-06,0
052195,40551,115,2021-03-17,0
052195,40551,230,2021-11-19,0
052211,6498,2,2021-05-21,0
052211,6498,5,2021-07-23,0
052211,6498,10,2021-08-19,0
052212,23903,5,2021-10-11,0
052212,23903,75,2021-09-04,0
052212,23903,150,2021-04-14,1
052213,33447,7,2021-11-19,0
052213,33447,83,2021-11-20,0
052213,33447,166,2021-08-01,0
052214,23912,5,2021-05-08,1
052214,23912,58,2021-07-10,1
052214,23912,116,2021-08-13,0
052215,31016,7,2021-07-16,0
052215,31016,95,2021-02-03,1
052215,31016,190,2021-09-18,0
052227,179208,10,2021-12-03,0
052227,179208,32,2021-05-20,0
052227,179208,64,2021-07-05,1
052229,106952,26,2021-01-01,0
052229,106952,106,2021-04-30,1
052229,106952,212,2021-11-26,0
052238,6498,1,2021-10-21,0
052238,6498,2,2021-10-03,0
052238,6498,4,2021-05-12,0
052240,16724,4,2021-09-12,0
052240,16724,38,2021-09-30,0
052240,16724,76,2021-04-10,0
052294,179208,20,2021-01-17,0
052294,179208,40,2021-05-07,0
052294,179208,80,2021-01-20,0
052295,106952,23,2021-10-07,0
052295,106952,93,2021-12-20,0
052295,106952,186,2021-03-27,0
052296,104092,18,2021-12-31,1
052296,104092,90,2021-06-26,0
052296,104092,180,2021-01-22,0
052305,95463,11,2021-12-15,0
052305,95463,109,2021-05-29,0
052305,95463,218,2021-02-03,0
052331,8493,4,2021-01-26,0
052331,8493,9,2021-11-12,0
052331,8493,18,2021-09-02,0
052333,6498,1,2021-04-14,0
052333,6498,1,2021-04-16,0
052333,6498,3,2021-04-15,0
052334,6332,3,2021-07-09,0
052334,6332,10,2021-04-02,0
052334,6332,20,2021-11-21,1
052335,106952,21,2021-02-27,1
052335,106952,83,2021-02-08,1
052335,106952,166,2021-11-25,0
052336,179208,11,2021-02-28,0
052336,179208,22,2021-12-25,0
052336,179208,44,2021-04-26,0
052341,6498,1,2021-10-29,0
052341,6498,2,2021-12-31,0
052341,6498,4,2021-09-25,0
052345,6498,1,2021-08-04,0
052345,6498,1,2021-04-22,0
052345,6498,1,2021-01-08,0
052352,6498,1,2021-06-11,0
052352,6498,2,2021-06-04,0
052352,6498,4,2021-01-07,0
052367,6498,1,2021-12-30,0
052367,6498,1,2021-01-05,0
052367,6498,2,2021-11-14,0
052374,102669,8,2021-03-07,0
052374,102669,25,2021-08-23,0
052374,102669,50,2021-02-09,0
052385,179208,5,2021-04-04,0
052385,179208,11,2021-12-21,0
052385,179208,22,2021-12-12,0
052386,52115,6,2021-08-07,0
052386,52115,13,2021-07-05,0
052386,52115,26,2021-04-03,0
052389,35875,6,2021-11-19,0
052389,35875,52,2021-05-17,0
052389,35875,104,2021-04-11,0
052392,46140,8,2021-07-11,0
052392,46140,58,2021-12-29,0
052392,46140,116,2021-09-16,1
052402,145749,16,2021-02-26,0
052402,145749,127,2021-04-16,1
052402,145749,254,2021-09-13,1
052403,52115,2,2021-04-21,0
052403,52115,5,2021-10-18,0
052403,52115,10,2021-01-04,0
052404,15015,6,2021-01-15,1
052404,15015,23,2021-01-06,0
052404,15015,46,2021-05-29,1
052406,102669,8,2021-02-21,0
052406,102669,24,2021-03-28,0
052406,102669,48,2021-02-16,0
052407,12881,4,2021-03-08,0
052407,12881,9,2021-06-19,0
052407,12881,18,2021-09-11,0
052419,109155,19,2021-04-08,0
052419,109155,136,2021-07-02,0
052419,109155,272,2021-09-02,1
052420,104092,19,2021-01-02,0
052420,104092,115,2021-07-07,0
052420,104092,230,2021-11-08,0
052422,6498,3,2021-09-02,0
052422,6498,6,2021-04-20,0
052422,6498,12,2021-05-22,0
052423,6498,1,2021-04-01,1
052423,6498,2,2021-06-25,0
052423,6498,4,2021-01-26,0
052446,8844,4,2021-09-10,0
052446,8844,16,2021-03-03,0
052446,8844,32,2021-07-03,0
052453,21268,5,2021-04-08,0
052453,21268,56,2021-05-27,0
052453,21268,112,2021-07-22,0
052458,179208,17,2021-07-01,1
052458,179208,50,2021-09-18,1
052458,179208,100,2021-08-13,0
052459,179208,22,2021-12-11,0
052459,179208,44,2021-12-04,0
052459,179208,88,2021-09-24,0
052464,6498,1,2021-09-14,0
052464,6498,1,2021-04-18,0
052464,6498,1,2021-11-10,0
052466,106952,25,2021-09-26,0
052466,106952,102,2021-08-23,0
052466,106952,204,2021-02-06,0
052475,28824,4,2021-02-20,0
052475,28824,12,2021-10-22,0
052475,28824,24,2021-03-18,0
052480,27256,3,2021-07-08,0
052480,27256,10,2021-04-14,1
052480,27256,20,2021-12-19,0
052486,71815,7,2021-01-11,0
052486,71815,57,2021-11-12,0
052486,71815,114,2021-09-23,0
052487,52115,2,2021-07-21,1
052487,52115,5,2021-10-04,1
052487,52115,10,2021-12-01,0
052488,13232,4,2021-03-28,0
052488,13232,17,2021-08-12,1
052488,13232,34,2021-06-19,1
052496,6516,2,2021-11-06,0
052496,6516,11,2021-04-08,0
052496,6516,22,2021-12-21,1
052497,6498,1,2021-08-05,0
052497,6498,1,2021-09-09,1
052497,6498,3,2021-05-17,1
052498,8416,2,2021-02-04,0
052498,8416,15,2021-11-16,0
052498,8416,30,2021-10-06,0
052499,8065,1,2021-10-01,0
052499,8065,3,2021-04-23,0
052499,8065,7,2021-01-13,0
052500,12240,4,2021-07-15,1
052500,12240,32,2021-12-08,0
052500,12240,64,2021-09-02,0
052501,47491,7,2021-11-21,1
052501,47491,43,2021-10-01,0
052501,47491,86,2021-11-23,0
052502,6516,2,2021-05-13,0
052502,6516,11,2021-06-16,0
052502,6516,22,2021-06-10,0
052503,145749,13,2021-08-29,0
052503,145749,101,2021-03-22,0
052503,145749,202,2021-04-23,0
052508,8416,3,2021-05-06,0
052508,8416,18,2021-03-15,0
052508,8416,36,2021-09-21,0
052510,179208,5,2021-08-26,0
052510,179208,11,2021-10-10,0
052510,179208,22,2021-06-24,0
052536,179208,16,2021-06-09,0
052536,179208,32,2021-05-29,0
052536,179208,64,2021-12-11,1
052543,52115,3,2021-03-29,0
052543,52115,6,2021-06-26,0
052543,52115,12,2021-04-30,0
052544,6332,2,2021-01-04,1
052544,6332,9,2021-10-03,1
052544,6332,18,2021-05-07,0
052550,41048,8,2021-09-28,0
052550,41048,86,2021-07-02,0
052550,41048,172,2021-05-01,0
052552,33644,5,2021-10-20,1
052552,33644,41,2021-11-11,0
052552,33644,82,2021-12-11,1
052553,98424,14,2021-08-12,0
052553,98424,156,2021-11-10,1
052553,98424,312,2021-04-25,0
052555,47491,7,2021-05-07,0
052555,47491,45,2021-09-19,0
052555,47491,90,2021-06-24,0
052556,179208,25,2021-12-25,0
052556,179208,50,2021-04-25,0
052556,179208,100,2021-02-12,1
052598,179208,7,2021-01-02,0
052598,179208,14,2021-05-08,0
052598,179208,28,2021-03-07,1
052606,15015,5,2021-09-04,0
052606,15015,21,2021-05-04,1
052606,15015,42,2021-03-05,0
052620,103554,4,2021-12-27,0
052620,103554,9,2021-03-19,0
052620,103554,19,2021-11-21,0
052639,99504,6,2021-10-09,0
052639,99504,20,2021-12-31,0
052639,99504,40,2021-02-22,0
052640,105576,22,2021-12-09,0
052640,105576,197,2021-02-16,1
052640,105576,394,2021-12-01,0
052645,6498,1,2021-05-29,1
052645,6498,1,2021-04-15,0
052645,6498,3,2021-08-07,0
052646,179208,23,2021-05-08,0
052646,179208,46,2021-05-23,0
052646,179208,92,2021-02-14,0
052648,179208,45,2021-04-20,0
052648,179208,91,2021-12-20,0
052648,179208,182,2021-09-16,0
052652,6498,1,2021-07-22,1
052652,6498,1,2021-09-27,0
052652,6498,1,2021-07-17,1
052656,12881,4,2021-11-04,1
052656,12881,9,2021-05-21,1
052656,12881,18,2021-01-02,0
052657,40551,8,2021-05-04,0
052657,40551,140,2021-12-18,0
052657,40551,280,2021-09-11,0
052670,41048,7,2021-04-17,0
052670,41048,80,2021-05-25,1
052670,41048,160,2021-04-21,1
052671,37912,7,2021-04-19,0
052671,37912,42,2021-05-03,0
052671,37912,84,2021-01-23,0
052672,109155,16,2021-09-02,0
052672,109155,111,2021-07-02,0
052672,109155,222,2021-10-08,0
052676,6516,2,2021-11-29,0
052676,6516,10,2021-11-04,0
052676,6516,20,2021-03-14,0
052687,18691,2,2021-05-31,0
052687,18691,5,2021-12-15,0
052687,18691,10,2021-10-17,0
052702,17118,5,2021-02-22,0
052702,17118,38,2021-05-25,1
052702,17118,76,2021-06-17,0
052719,179208,15,2021-04-23,0
052719,179208,31,2021-08-18,0
052719,179208,63,2021-06-09,1
052720,179208,37,2021-11-17,0
052720,179208,111,2021-03-31,1
052720,179208,222,2021-08-09,0
052723,14191,4,2021-04-19,1
052723,14191,50,2021-05-24,0
052723,14191,100,2021-03-09,0
052734,8416,2,2021-12-10,1
052734,8416,16,2021-03-04,0
052734,8416,32,2021-07-29,0
052735,6498,1,2021-12-12,0
052735,6498,1,2021-11-20,1
052735,6498,2,2021-03-13,0
052743,104092,13,2021-05-07,0
052743,104092,66,2021-02-07,0
052743,104092,132,2021-07-23,0
052746,77242,7,2021-12-23,0
052746,77242,14,2021-10-30,1
052746,77242,28,2021-03-30,0
052747,52115,6,2021-04-28,0
052747,52115,11,2021-09-06,0
052747,52115,22,2021-11-06,0
052769,6498,1,2021-09-15,0
052769,6498,2,2021-02-21,0
052769,6498,4,2021-12-02,0
052788,6332,2,2021-04-14,0
052788,6332,10,2021-08-26,0
052788,6332,20,2021-07-17,0
052791,18691,2,2021-09-06,0
052791,18691,5,2021-03-23,0
052791,18691,10,2021-06-29,0
052796,179208,41,2021-12-05,0
052796,179208,82,2021-09-17,0
052796,179208,164,2021-06-07,0
052797,179208,41,2021-11-04,0
052797,179208,81,2021-01-07,0
052797,179208,162,2021-11-10,0
052843,40551,8,2021-11-24,0
052843,40551,121,2021-05-11,0
052843,40551,242,2021-01-30,1
052847,6498,2,2021-08-23,0
052847,6498,4,2021-07-08,1
052847,6498,8,2021-10-18,0
052850,6498,1,2021-11-21,0
052850,6498,2,2021-02-17,0
052850,6498,5,2021-03-17,1
052851,179208,8,2021-01-26,1
052851,179208,16,2021-06-15,0
052851,179208,32,2021-07-07,0
052852,6498,1,2021-10-12,0
052852,6498,2,2021-09-27,0
052852,6498,5,2021-09-23,0
052853,106952,11,2021-03-04,0
052853,106952,45,2021-08-07,1
052853,106952,90,2021-05-28,0
052854,179208,13,2021-10-13,0
052854,179208,40,2021-09-10,0
052854,179208,80,2021-01-18,0
052859,33960,5,2021-11-05,0
052859,33960,44,2021-04-22,0
052859,33960,88,2021-03-12,0
052860,40311,9,2021-10-24,0
052860,40311,44,2021-11-22,0
052860,40311,88,2021-03-02,0
052865,52115,5,2021-12-10,0
052865,52115,11,2021-09-16,0
052865,52115,22,2021-03-05,0
052869,8493,2,2021-09-15,0
052869,8493,4,2021-10-15,0
052869,8493,8,2021-08-07,1
052882,179208,5,2021-03-09,1
052882,179208,10,2021-07-18,1
052882,179208,20,2021-09-27,0
052883,179208,12,2021-04-10,0
052883,179208,25,2021-04-24,0
052883,179208,50,2021-12-13,0
052892,104092,20,2021-04-25,0
052892,104092,101,2021-04-29,0
052892,104092,202,2021-06-03,0
052894,6498,2,2021-02-02,0
052894,6498,3,2021-08-06,0
052894,6498,6,2021-05-16,0
052895,7149,1,2021-10-08,0
052895,7149,3,2021-08-10,0
052895,7149,7,2021-03-06,0
052896,6498,3,2021-04-01,0
052896,6498,6,2021-07-13,0
052896,6498,12,2021-11-07,1
052897,7149,1,2021-03-30,0
052897,7149,3,2021-02-26,0
052897,7149,7,2021-04-10,0
052898,6498,1,2021-05-29,0
052898,6498,1,2021-07-16,1
052898,6498,1,2021-11-09,0
052899,9518,2,2021-10-30,0
052899,9518,22,2021-07-18,1
052899,9518,44,2021-03-15,0
052903,104092,34,2021-05-18,1
052903,104092,170,2021-08-05,0
052903,104092,340,2021-11-27,0
052908,145749,34,2021-02-07,0
052908,145749,271,2021-03-07,0
052908,145749,542,2021-04-07,1
052909,145749,31,2021-01-16,0
052909,145749,249,2021-11-13,0
052909,145749,498,2021-01-25,0
052912,179208,11,2021-03-04,1
052912,179208,22,2021-12-26,1
052912,179208,44,2021-10-18,1
052915,38087,8,2021-03-28,0
052915,38087,82,2021-07-06,0
052915,38087,164,2021-03-22,1
052916,99504,7,2021-05-17,0
052916,99504,21,2021-03-06,0
052916,99504,42,2021-05-27,1
052917,81204,8,2021-04-23,0
052917,81204,16,2021-02-03,0
052917,81204,32,2021-06-03,1
052919,6498,2,2021-10-26,0
052919,6498,4,2021-01-26,0
052919,6498,8,2021-07-28,0
052923,6498,1,2021-08-20,0
052923,6498,2,2021-07-20,0
052923,6498,4,2021-06-01,0
052924,6498,1,2021-12-11,0
052924,6498,3,2021-07-02,0
052924,6498,6,2021-04-21,0
052926,6498,1,2021-08-24,0
052926,6498,2,2021-11-09,0
052926,6498,5,2021-01-26,0
052927,6498,1,2021-12-08,0
052927,6498,2,2021-12-31,0
052927,6498,4,2021-01-26,0
052930,179208,77,2021-03-29,0
052930,179208,154,2021-09-04,0
052930,179208,308,2021-03-07,0
052931,106952,60,2021-03-02,1
052931,106952,243,2021-05-23,0
052931,106952,486,2021-08-06,0
052937,179208,7,2021-10-05,0
052937,179208,14,2021-08-16,0
052937,179208,29,2021-09-02,1
052940,6498,1,2021-01-11,0
052940,6498,1,2021-06-13,0
052940,6498,1,2021-07-13,0
052944,104092,10,2021-01-29,0
052944,104092,49,2021-03-15,0
052944,104092,98,2021-06-29,0
052945,106952,12,2021-10-20,0
052945,106952,48,2021-02-28,1
052945,106952,96,2021-12-03,0
052947,27271,4,2021-06-27,0
052947,27271,54,2021-09-20,0
052947,27271,108,2021-10-05,0
052952,6332,2,2021-02-13,0
052952,6332,11,2021-12-16,1
052952,6332,22,2021-09-17,0
052955,77242,3,2021-12-07,0
052955,77242,7,2021-11-28,0
052955,77242,14,2021-02-02,0
052957,86821,3,2021-08-27,0
052957,86821,7,2021-11-12,0
052957,86821,15,2021-02-13,0
052959,52115,3,2021-11-17,0
052959,52115,6,2021-09-18,1
052959,52115,13,2021-08-12,0
052964,103554,9,2021-06-16,0
052964,103554,18,2021-05-07,0
052964,103554,36,2021-05-03,1
052971,52115,5,2021-04-13,1
052971,52115,10,2021-09-07,0
052971,52115,20,2021-10-06,0
052976,6498,3,2021-07-06,0
052976,6498,6,2021-04-07,0
052976,6498,12,2021-04-23,0
052980,179208,31,2021-06-06,0
052980,179208,62,2021-01-07,1
052980,179208,124,2021-09-24,0
052981,8416,2,2021-09-22,0
052981,8416,10,2021-05-11,0
052981,8416,20,2021-10-27,0
052982,179208,10,2021-03-21,0
052982,179208,30,2021-03-27,1
052982,179208,60,2021-07-08,0
052983,102669,8,2021-03-12,0
052983,102669,24,2021-07-11,0
052983,102669,48,2021-04-18,0
052984,40311,9,2021-12-29,0
052984,40311,47,2021-02-05,1
052984,40311,94,2021-06-29,0
052986,6498,3,2021-11-13,1
052986,6498,6,2021-09-16,0
052986,6498,12,2021-09-02,0
052989,179208,9,2021-02-19,1
052989,179208,18,2021-01-14,0
052989,179208,36,2021-02-16,0
052990,22344,4,2021-09-04,0
052990,22344,24,2021-11-10,1
052990,22344,48,2021-11-01,1
052996,20000,112,2021-11-19,0
052996,20000,225,2021-03-15,0
052996,20000,450,2021-10-30,0
053005,14901,5,2021-02-11,1
053005,14901,33,2021-10-22,1
053005,14901,66,2021-08-06,0
053010,81204,8,2021-07-30,0
053010,81204,15,2021-11-24,0
053010,81204,30,2021-05-13,0
053011,17409,5,2021-06-22,1
053011,17409,19,2021-07-04,0
053011,17409,38,2021-01-29,1
053012,52115,3,2021-02-15,0
053012,52115,6,2021-12-01,0
053012,52115,12,2021-06-18,0
053013,104092,11,2021-12-23,0
053013,104092,67,2021-10-06,0
053013,104092,134,2021-06-30,0
053021,6498,3,2021-04-22,0
053021,6498,5,2021-10-23,0
053021,6498,10,2021-03-22,0
053024,34772,5,2021-09-09,1
053024,34772,15,2021-01-31,0
053024,34772,30,2021-02-04,0
053026,109083,7,2021-12-15,0
053026,109083,23,2021-01-10,1
053026,109083,46,2021-12-24,0
053027,179208,10,2021-02-05,1
053027,179208,20,2021-12-30,0
053027,179208,40,2021-02-21,0
053030,179208,65,2021-07-14,0
053030,179208,131,2021-12-31,0
053030,179208,262,2021-10-19,1
053031,179208,23,2021-03-06,0
053031,179208,46,2021-10-03,0
053031,179208,92,2021-01-17,0
053042,10807,3,2021-11-26,1
053042,10807,30,2021-09-14,1
053042,10807,60,2021-03-16,1
053056,106952,10,2021-12-04,0
053056,106952,40,2021-11-20,1
053056,106952,80,2021-06-21,0
053058,40772,7,2021-09-07,0
053058,40772,27,2021-04-22,0
053058,40772,54,2021-07-23,0
053059,15218,6,2021-07-14,1
053059,15218,31,2021-04-19,0
053059,15218,62,2021-05-13,1
053060,20470,3,2021-06-06,1
053060,20470,24,2021-07-28,0
053060,20470,48,2021-05-20,0
053063,6498,1,2021-02-18,1
053063,6498,2,2021-01-26,0
053063,6498,4,2021-01-28,0
053069,6498,1,2021-09-15,1
053069,6498,2,2021-10-16,0
053069,6498,5,2021-08-31,1
053081,7149,3,2021-04-27,0
053081,7149,7,2021-12-11,0
053081,7149,14,2021-01-27,0
053082,29252,4,2021-04-08,0
053082,29252,12,2021-05-10,0
053082,29252,24,2021-02-22,0
053090,6498,1,2021-06-18,0
053090,6498,2,2021-11-15,0
053090,6498,4,2021-02-16,0
053093,179208,8,2021-06-15,0
053093,179208,16,2021-11-15,0
053093,179208,32,2021-01-21,0
053094,81204,4,2021-03-27,0
053094,81204,8,2021-01-24,0
053094,81204,17,2021-11-25,0
053096,179208,27,2021-06-16,1
053096,179208,55,2021-06-01,1
053096,179208,110,2021-06-19,1
053097,179208,7,2021-10-15,1
053097,179208,15,2021-04-29,1
053097,179208,30,2021-12-10,0
053104,104092,35,2021-02-01,0
053104,104092,211,2021-11-23,0
053104,104092,422,2021-08-15,0
053105,14698,5,2021-08-15,0
053105,14698,22,2021-01-02,0
053105,14698,44,2021-07-16,0
053106,6498,1,2021-10-22,0
053106,6498,1,2021-04-04,0
053106,6498,3,2021-02-14,0
053108,179208,18,2021-05-18,0
053108,179208,55,2021-02-09,0
053108,179208,110,2021-04-04,0
053109,104092,25,2021-09-14,0
053109,104092,151,2021-08-06,0
053109,104092,302,2021-11-07,0
053110,15218,6,2021-03-03,1
053110,15218,39,2021-12-29,0
053110,15218,78,2021-09-23,0
053111,179208,11,2021-05-02,0
053111,179208,35,2021-01-13,0
053111,179208,70,2021-11-08,0
053112,179208,6,2021-02-28,1
053112,179208,12,2021-05-20,1
053112,179208,24,2021-09-05,0
053115,6498,1,2021-02-22,0
053115,6498,1,2021-03-09,1
053115,6498,1,2021-07-26,0
053116,6516,2,2021-01-11,1
053116,6516,11,2021-07-02,0
053116,6516,22,2021-05-23,0
053119,6498,1,2021-05-23,1
053119,6498,3,2021-10-18,0
053119,6498,7,2021-03-03,0
053120,179208,18,2021-02-01,1
053120,179208,37,2021-09-17,0
053120,179208,74,2021-10-07,0
053159,6498,1,2021-12-08,0
053159,6498,1,2021-06-13,0
053159,6498,3,2021-02-20,0
053168,179208,6,2021-01-21,0
053168,179208,12,2021-12-18,0
053168,179208,25,2021-04-19,0
053173,81204,8,2021-12-22,0
053173,81204,15,2021-05-25,1
053173,81204,30,2021-03-12,0
053174,145749,12,2021-09-09,1
053174,145749,101,2021-04-12,0
053174,145749,202,2021-08-15,1
053175,6498,1,2021-08-03,0
053175,6498,3,2021-06-08,0
053175,6498,6,2021-09-18,0
053176,27256,2,2021-09-20,0
053176,27256,8,2021-05-10,0
053176,27256,16,2021-10-20,0
053178,6498,1,2021-10-26,0
053178,6498,3,2021-11-08,0
053178,6498,6,2021-06-09,0
053182,10666,4,2021-09-28,0
053182,10666,27,2021-06-29,0
053182,10666,54,2021-12-25,0
053185,179208,43,2021-12-01,1
053185,179208,86,2021-08-06,1
053185,179208,172,2021-06-04,0
053186,6498,1,2021-09-05,0
053186,6498,2,2021-09-23,1
053186,6498,4,2021-10-29,1
053188,6498,1,2021-09-17,0
053188,6498,2,2021-04-25,0
053188,6498,4,2021-07-21,0
053189,6498,1,2021-03-13,0
053189,6498,3,2021-01-06,0
053189,6498,6,2021-02-08,0
053190,27256,1,2021-04-11,0
053190,27256,3,2021-02-01,0
053190,27256,6,2021-07-31,0
053196,179208,13,2021-07-15,0
053196,179208,40,2021-12-13,0
053196,179208,80,2021-10-18,1
053199,6516,2,2021-10-08,0
053199,6516,15,2021-06-03,0
053199,6516,30,2021-04-10,0
053200,20470,2,2021-07-09,0
053200,20470,17,2021-02-28,0
053200,20470,34,2021-11-03,0
053201,7168,3,2021-06-03,0
053201,7168,17,2021-08-20,0
053201,7168,34,2021-07-07,0
053202,6516,3,2021-08-26,0
053202,6516,15,2021-12-24,0
053202,6516,30,2021-11-19,1
053210,6498,1,2021-02-23,0
053210,6498,1,2021-08-23,0
053210,6498,3,2021-02-13,0
053211,9195,4,2021-07-05,0
053211,9195,20,2021-01-13,0
053211,9195,40,2021-06-07,1
053214,179208,14,2021-01-23,1
053214,179208,43,2021-09-25,0
053214,179208,86,2021-06-25,0
053215,109155,26,2021-12-27,0
053215,109155,183,2021-01-21,0
053215,109155,366,2021-11-02,1
053217,6498,2,2021-11-02,1
053217,6498,4,2021-04-05,0
053217,6498,8,2021-01-14,0
053224,52115,3,2021-03-24,0
053224,52115,6,2021-03-23,1
053224,52115,12,2021-07-31,0
053225,52115,3,2021-02-03,0
053225,52115,6,2021-09-28,0
053225,52115,12,2021-03-10,1
053227,179208,6,2021-03-11,0
053227,179208,13,2021-06-27,0
053227,179208,27,2021-08-17,0
053228,13140,2,2021-03-22,1
053228,13140,5,2021-07-20,0
053228,13140,10,2021-03-18,0
053231,179208,31,2021-06-03,0
053231,179208,94,2021-04-14,0
053231,179208,188,2021-02-05,0
053232,179208,27,2021-05-10,0
053232,179208,55,2021-03-14,0
053232,179208,110,2021-10-23,0
053233,179208,22,2021-01-07,0
053233,179208,44,2021-06-05,0
053233,179208,88,2021-04-04,0
053234,8416,2,2021-06-27,0
053234,8416,14,2021-04-12,0
053234,8416,28,2021-04-04,0
053238,179208,10,2021-01-18,1
053238,179208,19,2021-06-16,0
053238,179208,38,2021-06-09,0
053240,179208,14,2021-08-22,1
053240,179208,42,2021-12-16,1
053240,179208,84,2021-06-17,0
053242,27256,2,2021-07-17,0
053242,27256,5,2021-12-07,1
053242,27256,10,2021-10-06,1
053251,6498,3,2021-07-12,0
053251,6498,6,2021-06-14,0
053251,6498,12,2021-12-09,0
053252,12881,2,2021-09-24,0
053252,12881,4,2021-05-09,0
053252,12881,9,2021-10-01,1
053258,6498,1,2021-09-12,1
053258,6498,3,2021-12-01,0
053258,6498,6,2021-05-29,1
053278,179208,13,2021-10-28,0
053278,179208,40,2021-04-18,0
053278,179208,80,2021-08-31,0
053284,8493,2,2021-11-26,0
053284,8493,4,2021-10-21,0
053284,8493,9,2021-08-18,0
053288,52115,3,2021-09-22,0
053288,52115,6,2021-01-22,0
053288,52115,13,2021-05-27,0
053296,6498,2,2021-10-11,0
053296,6498,5,2021-01-05,0
053296,6498,10,2021-07-19,1
053306,8416,3,2021-01-19,0
053306,8416,20,2021-11-06,0
053306,8416,40,2021-01-09,0
053308,179208,5,2021-05-09,0
053308,179208,10,2021-02-26,0
053308,179208,20,2021-12-17,0
